Report Date,Crime Category,count
2011-11-15,Agg Assault,5
2011-11-15,Auto Theft,17
2011-11-15,Burglary,29
2011-11-15,Homicide,1
2011-11-15,Larceny-From Vehicle,20
2011-11-15,Larceny-Non Vehicle,25
2011-11-15,Robbery,11
2011-11-16,Agg Assault,5
2011-11-16,Auto Theft,16
2011-11-16,Burglary,29
2011-11-16,Larceny-From Vehicle,28
2011-11-16,Larceny-Non Vehicle,34
2011-11-16,Robbery,5
2011-11-17,Agg Assault,11
2011-11-17,Auto Theft,15
2011-11-17,Burglary,26
2011-11-17,Larceny-From Vehicle,26
2011-11-17,Larceny-Non Vehicle,25
2011-11-17,Robbery,13
2011-11-18,Agg Assault,7
2011-11-18,Auto Theft,12
2011-11-18,Burglary,16
2011-11-18,Larceny-From Vehicle,34
2011-11-18,Larceny-Non Vehicle,25
2011-11-18,Robbery,1
2011-11-19,Agg Assault,10
2011-11-19,Auto Theft,8
2011-11-19,Burglary,15
2011-11-19,Larceny-From Vehicle,20
2011-11-19,Larceny-Non Vehicle,20
2011-11-19,Robbery,11
2011-11-20,Agg Assault,11
2011-11-20,Auto Theft,17
2011-11-20,Burglary,14
2011-11-20,Larceny-From Vehicle,19
2011-11-20,Larceny-Non Vehicle,13
2011-11-20,Robbery,2
2011-11-21,Agg Assault,9
2011-11-21,Auto Theft,11
2011-11-21,Burglary,16
2011-11-21,Larceny-From Vehicle,27
2011-11-21,Larceny-Non Vehicle,29
2011-11-21,Robbery,7
2011-11-22,Agg Assault,3
2011-11-22,Auto Theft,17
2011-11-22,Burglary,13
2011-11-22,Larceny-From Vehicle,26
2011-11-22,Larceny-Non Vehicle,26
2011-11-22,Robbery,5
2011-11-23,Agg Assault,3
2011-11-23,Auto Theft,15
2011-11-23,Burglary,30
2011-11-23,Homicide,1
2011-11-23,Larceny-From Vehicle,17
2011-11-23,Larceny-Non Vehicle,25
2011-11-23,Robbery,3
2011-11-24,Agg Assault,8
2011-11-24,Auto Theft,8
2011-11-24,Burglary,17
2011-11-24,Larceny-From Vehicle,17
2011-11-24,Larceny-Non Vehicle,7
2011-11-24,Robbery,7
2011-11-25,Agg Assault,5
2011-11-25,Auto Theft,4
2011-11-25,Burglary,19
2011-11-25,Larceny-From Vehicle,28
2011-11-25,Larceny-Non Vehicle,21
2011-11-25,Robbery,10
2011-11-26,Agg Assault,8
2011-11-26,Auto Theft,15
2011-11-26,Burglary,35
2011-11-26,Larceny-From Vehicle,31
2011-11-26,Larceny-Non Vehicle,30
2011-11-26,Robbery,6
2011-11-27,Agg Assault,6
2011-11-27,Auto Theft,13
2011-11-27,Burglary,27
2011-11-27,Homicide,1
2011-11-27,Larceny-From Vehicle,27
2011-11-27,Larceny-Non Vehicle,13
2011-11-27,Robbery,11
2011-11-28,Agg Assault,3
2011-11-28,Auto Theft,13
2011-11-28,Burglary,19
2011-11-28,Larceny-From Vehicle,31
2011-11-28,Larceny-Non Vehicle,24
2011-11-28,Robbery,9
2011-11-29,Agg Assault,9
2011-11-29,Auto Theft,11
2011-11-29,Burglary,33
2011-11-29,Homicide,1
2011-11-29,Larceny-From Vehicle,22
2011-11-29,Larceny-Non Vehicle,24
2011-11-29,Robbery,10
2011-11-30,Agg Assault,7
2011-11-30,Auto Theft,9
2011-11-30,Burglary,22
2011-11-30,Larceny-From Vehicle,18
2011-11-30,Larceny-Non Vehicle,26
2011-11-30,Robbery,10
2011-12-01,Agg Assault,5
2011-12-01,Auto Theft,11
2011-12-01,Burglary,18
2011-12-01,Larceny-From Vehicle,22
2011-12-01,Larceny-Non Vehicle,36
2011-12-01,Robbery,6
2011-12-02,Agg Assault,6
2011-12-02,Auto Theft,6
2011-12-02,Burglary,15
2011-12-02,Homicide,1
2011-12-02,Larceny-From Vehicle,17
2011-12-02,Larceny-Non Vehicle,17
2011-12-02,Robbery,9
2011-12-03,Agg Assault,5
2011-12-03,Auto Theft,15
2011-12-03,Burglary,18
2011-12-03,Larceny-From Vehicle,25
2011-12-03,Larceny-Non Vehicle,28
2011-12-03,Robbery,8
2011-12-04,Agg Assault,5
2011-12-04,Auto Theft,13
2011-12-04,Burglary,12
2011-12-04,Homicide,1
2011-12-04,Larceny-From Vehicle,25
2011-12-04,Larceny-Non Vehicle,17
2011-12-04,Robbery,10
2011-12-05,Agg Assault,8
2011-12-05,Auto Theft,5
2011-12-05,Burglary,32
2011-12-05,Larceny-From Vehicle,25
2011-12-05,Larceny-Non Vehicle,31
2011-12-05,Robbery,8
2011-12-06,Agg Assault,8
2011-12-06,Auto Theft,10
2011-12-06,Burglary,30
2011-12-06,Larceny-From Vehicle,24
2011-12-06,Larceny-Non Vehicle,21
2011-12-06,Robbery,10
2011-12-07,Agg Assault,8
2011-12-07,Auto Theft,8
2011-12-07,Burglary,21
2011-12-07,Larceny-From Vehicle,22
2011-12-07,Larceny-Non Vehicle,19
2011-12-07,Robbery,6
2011-12-08,Agg Assault,7
2011-12-08,Auto Theft,9
2011-12-08,Burglary,20
2011-12-08,Larceny-From Vehicle,33
2011-12-08,Larceny-Non Vehicle,28
2011-12-08,Robbery,2
2011-12-09,Agg Assault,7
2011-12-09,Auto Theft,14
2011-12-09,Burglary,21
2011-12-09,Larceny-From Vehicle,34
2011-12-09,Larceny-Non Vehicle,28
2011-12-09,Robbery,7
2011-12-10,Agg Assault,10
2011-12-10,Auto Theft,16
2011-12-10,Burglary,17
2011-12-10,Homicide,1
2011-12-10,Larceny-From Vehicle,23
2011-12-10,Larceny-Non Vehicle,16
2011-12-10,Robbery,3
2011-12-11,Agg Assault,3
2011-12-11,Auto Theft,8
2011-12-11,Burglary,10
2011-12-11,Larceny-From Vehicle,27
2011-12-11,Larceny-Non Vehicle,10
2011-12-11,Robbery,8
2011-12-12,Agg Assault,4
2011-12-12,Auto Theft,19
2011-12-12,Burglary,30
2011-12-12,Larceny-From Vehicle,20
2011-12-12,Larceny-Non Vehicle,25
2011-12-12,Robbery,5
2011-12-13,Agg Assault,5
2011-12-13,Auto Theft,10
2011-12-13,Burglary,20
2011-12-13,Larceny-From Vehicle,22
2011-12-13,Larceny-Non Vehicle,29
2011-12-13,Robbery,7
2011-12-14,Agg Assault,10
2011-12-14,Auto Theft,14
2011-12-14,Burglary,26
2011-12-14,Homicide,1
2011-12-14,Larceny-From Vehicle,22
2011-12-14,Larceny-Non Vehicle,32
2011-12-14,Robbery,1
2011-12-15,Agg Assault,7
2011-12-15,Auto Theft,12
2011-12-15,Burglary,32
2011-12-15,Homicide,1
2011-12-15,Larceny-From Vehicle,30
2011-12-15,Larceny-Non Vehicle,26
2011-12-15,Robbery,8
2011-12-16,Agg Assault,11
2011-12-16,Auto Theft,10
2011-12-16,Burglary,24
2011-12-16,Homicide,1
2011-12-16,Larceny-From Vehicle,31
2011-12-16,Larceny-Non Vehicle,23
2011-12-16,Robbery,8
2011-12-17,Agg Assault,10
2011-12-17,Auto Theft,16
2011-12-17,Burglary,22
2011-12-17,Larceny-From Vehicle,24
2011-12-17,Larceny-Non Vehicle,19
2011-12-17,Robbery,2
2011-12-18,Agg Assault,7
2011-12-18,Auto Theft,16
2011-12-18,Burglary,16
2011-12-18,Larceny-From Vehicle,15
2011-12-18,Larceny-Non Vehicle,16
2011-12-18,Robbery,3
2011-12-19,Agg Assault,6
2011-12-19,Auto Theft,7
2011-12-19,Burglary,33
2011-12-19,Larceny-From Vehicle,15
2011-12-19,Larceny-Non Vehicle,32
2011-12-19,Robbery,5
2011-12-20,Agg Assault,4
2011-12-20,Auto Theft,17
2011-12-20,Burglary,21
2011-12-20,Homicide,1
2011-12-20,Larceny-From Vehicle,32
2011-12-20,Larceny-Non Vehicle,21
2011-12-20,Robbery,7
2011-12-21,Agg Assault,2
2011-12-21,Auto Theft,20
2011-12-21,Burglary,23
2011-12-21,Larceny-From Vehicle,23
2011-12-21,Larceny-Non Vehicle,29
2011-12-21,Robbery,5
2011-12-22,Agg Assault,5
2011-12-22,Auto Theft,18
2011-12-22,Burglary,11
2011-12-22,Larceny-From Vehicle,22
2011-12-22,Larceny-Non Vehicle,21
2011-12-22,Robbery,9
2011-12-23,Agg Assault,5
2011-12-23,Auto Theft,16
2011-12-23,Burglary,18
2011-12-23,Larceny-From Vehicle,24
2011-12-23,Larceny-Non Vehicle,30
2011-12-23,Robbery,3
2011-12-24,Agg Assault,8
2011-12-24,Auto Theft,11
2011-12-24,Burglary,20
2011-12-24,Larceny-From Vehicle,20
2011-12-24,Larceny-Non Vehicle,22
2011-12-24,Robbery,6
2011-12-25,Agg Assault,6
2011-12-25,Auto Theft,7
2011-12-25,Burglary,17
2011-12-25,Homicide,1
2011-12-25,Larceny-From Vehicle,15
2011-12-25,Larceny-Non Vehicle,3
2011-12-25,Robbery,2
2011-12-26,Agg Assault,3
2011-12-26,Auto Theft,8
2011-12-26,Burglary,12
2011-12-26,Larceny-From Vehicle,18
2011-12-26,Larceny-Non Vehicle,24
2011-12-26,Robbery,8
2011-12-27,Agg Assault,5
2011-12-27,Auto Theft,14
2011-12-27,Burglary,28
2011-12-27,Larceny-From Vehicle,21
2011-12-27,Larceny-Non Vehicle,30
2011-12-27,Robbery,8
2011-12-28,Agg Assault,7
2011-12-28,Auto Theft,21
2011-12-28,Burglary,20
2011-12-28,Larceny-From Vehicle,10
2011-12-28,Larceny-Non Vehicle,28
2011-12-28,Robbery,4
2011-12-29,Agg Assault,7
2011-12-29,Auto Theft,13
2011-12-29,Burglary,17
2011-12-29,Homicide,1
2011-12-29,Larceny-From Vehicle,21
2011-12-29,Larceny-Non Vehicle,26
2011-12-29,Robbery,11
2011-12-30,Agg Assault,2
2011-12-30,Auto Theft,7
2011-12-30,Burglary,13
2011-12-30,Homicide,1
2011-12-30,Larceny-From Vehicle,18
2011-12-30,Larceny-Non Vehicle,28
2011-12-30,Robbery,17
2011-12-31,Agg Assault,10
2011-12-31,Auto Theft,16
2011-12-31,Burglary,14
2011-12-31,Larceny-From Vehicle,20
2011-12-31,Larceny-Non Vehicle,18
2011-12-31,Robbery,4
2012-01-01,Agg Assault,4
2012-01-01,Auto Theft,11
2012-01-01,Burglary,19
2012-01-01,Larceny-From Vehicle,19
2012-01-01,Larceny-Non Vehicle,19
2012-01-01,Robbery,3
2012-01-02,Agg Assault,3
2012-01-02,Auto Theft,16
2012-01-02,Burglary,24
2012-01-02,Larceny-From Vehicle,31
2012-01-02,Larceny-Non Vehicle,18
2012-01-02,Robbery,7
2012-01-03,Agg Assault,5
2012-01-03,Auto Theft,20
2012-01-03,Burglary,21
2012-01-03,Larceny-From Vehicle,22
2012-01-03,Larceny-Non Vehicle,26
2012-01-03,Robbery,4
2012-01-04,Agg Assault,6
2012-01-04,Auto Theft,10
2012-01-04,Burglary,20
2012-01-04,Homicide,1
2012-01-04,Larceny-From Vehicle,31
2012-01-04,Larceny-Non Vehicle,21
2012-01-04,Robbery,4
2012-01-05,Agg Assault,4
2012-01-05,Auto Theft,15
2012-01-05,Burglary,28
2012-01-05,Larceny-From Vehicle,23
2012-01-05,Larceny-Non Vehicle,20
2012-01-05,Robbery,7
2012-01-06,Agg Assault,6
2012-01-06,Auto Theft,19
2012-01-06,Burglary,22
2012-01-06,Larceny-From Vehicle,24
2012-01-06,Larceny-Non Vehicle,27
2012-01-06,Robbery,11
2012-01-07,Agg Assault,6
2012-01-07,Auto Theft,10
2012-01-07,Burglary,10
2012-01-07,Larceny-From Vehicle,23
2012-01-07,Larceny-Non Vehicle,17
2012-01-07,Robbery,9
2012-01-08,Agg Assault,9
2012-01-08,Auto Theft,11
2012-01-08,Burglary,17
2012-01-08,Larceny-From Vehicle,23
2012-01-08,Larceny-Non Vehicle,23
2012-01-08,Robbery,4
2012-01-09,Agg Assault,3
2012-01-09,Auto Theft,13
2012-01-09,Burglary,24
2012-01-09,Larceny-From Vehicle,32
2012-01-09,Larceny-Non Vehicle,30
2012-01-10,Agg Assault,5
2012-01-10,Auto Theft,21
2012-01-10,Burglary,30
2012-01-10,Larceny-From Vehicle,23
2012-01-10,Larceny-Non Vehicle,34
2012-01-10,Robbery,7
2012-01-11,Agg Assault,6
2012-01-11,Auto Theft,16
2012-01-11,Burglary,14
2012-01-11,Larceny-From Vehicle,34
2012-01-11,Larceny-Non Vehicle,27
2012-01-11,Robbery,3
2012-01-12,Agg Assault,6
2012-01-12,Auto Theft,10
2012-01-12,Burglary,22
2012-01-12,Larceny-From Vehicle,26
2012-01-12,Larceny-Non Vehicle,14
2012-01-12,Robbery,6
2012-01-13,Agg Assault,5
2012-01-13,Auto Theft,10
2012-01-13,Burglary,20
2012-01-13,Larceny-From Vehicle,26
2012-01-13,Larceny-Non Vehicle,24
2012-01-13,Robbery,8
2012-01-14,Agg Assault,11
2012-01-14,Auto Theft,9
2012-01-14,Burglary,13
2012-01-14,Homicide,1
2012-01-14,Larceny-From Vehicle,15
2012-01-14,Larceny-Non Vehicle,20
2012-01-14,Robbery,7
2012-01-15,Agg Assault,4
2012-01-15,Auto Theft,11
2012-01-15,Burglary,15
2012-01-15,Homicide,1
2012-01-15,Larceny-From Vehicle,22
2012-01-15,Larceny-Non Vehicle,18
2012-01-15,Robbery,4
2012-01-16,Agg Assault,7
2012-01-16,Auto Theft,11
2012-01-16,Burglary,15
2012-01-16,Larceny-From Vehicle,22
2012-01-16,Larceny-Non Vehicle,24
2012-01-16,Robbery,4
2012-01-17,Agg Assault,4
2012-01-17,Auto Theft,24
2012-01-17,Burglary,25
2012-01-17,Larceny-From Vehicle,23
2012-01-17,Larceny-Non Vehicle,24
2012-01-17,Robbery,2
2012-01-18,Agg Assault,4
2012-01-18,Auto Theft,13
2012-01-18,Burglary,20
2012-01-18,Larceny-From Vehicle,24
2012-01-18,Larceny-Non Vehicle,35
2012-01-18,Robbery,9
2012-01-19,Agg Assault,7
2012-01-19,Auto Theft,11
2012-01-19,Burglary,18
2012-01-19,Larceny-From Vehicle,22
2012-01-19,Larceny-Non Vehicle,16
2012-01-19,Robbery,3
2012-01-20,Agg Assault,1
2012-01-20,Auto Theft,14
2012-01-20,Burglary,14
2012-01-20,Larceny-From Vehicle,18
2012-01-20,Larceny-Non Vehicle,29
2012-01-20,Robbery,7
2012-01-21,Agg Assault,5
2012-01-21,Auto Theft,24
2012-01-21,Burglary,10
2012-01-21,Larceny-From Vehicle,20
2012-01-21,Larceny-Non Vehicle,15
2012-01-21,Robbery,10
2012-01-22,Agg Assault,4
2012-01-22,Auto Theft,9
2012-01-22,Burglary,8
2012-01-22,Larceny-From Vehicle,30
2012-01-22,Larceny-Non Vehicle,23
2012-01-22,Robbery,4
2012-01-23,Agg Assault,4
2012-01-23,Auto Theft,19
2012-01-23,Burglary,11
2012-01-23,Larceny-From Vehicle,30
2012-01-23,Larceny-Non Vehicle,22
2012-01-23,Robbery,7
2012-01-24,Agg Assault,2
2012-01-24,Auto Theft,17
2012-01-24,Burglary,15
2012-01-24,Larceny-From Vehicle,21
2012-01-24,Larceny-Non Vehicle,23
2012-01-24,Robbery,5
2012-01-25,Agg Assault,1
2012-01-25,Auto Theft,13
2012-01-25,Burglary,19
2012-01-25,Larceny-From Vehicle,22
2012-01-25,Larceny-Non Vehicle,26
2012-01-25,Robbery,6
2012-01-26,Agg Assault,3
2012-01-26,Auto Theft,12
2012-01-26,Burglary,22
2012-01-26,Homicide,1
2012-01-26,Larceny-From Vehicle,18
2012-01-26,Larceny-Non Vehicle,23
2012-01-26,Robbery,8
2012-01-27,Agg Assault,10
2012-01-27,Auto Theft,16
2012-01-27,Burglary,11
2012-01-27,Larceny-From Vehicle,13
2012-01-27,Larceny-Non Vehicle,23
2012-01-27,Robbery,7
2012-01-28,Agg Assault,10
2012-01-28,Auto Theft,8
2012-01-28,Burglary,12
2012-01-28,Homicide,1
2012-01-28,Larceny-From Vehicle,14
2012-01-28,Larceny-Non Vehicle,17
2012-01-28,Robbery,6
2012-01-29,Agg Assault,7
2012-01-29,Auto Theft,6
2012-01-29,Burglary,11
2012-01-29,Larceny-From Vehicle,16
2012-01-29,Larceny-Non Vehicle,16
2012-01-29,Robbery,2
2012-01-30,Agg Assault,2
2012-01-30,Auto Theft,11
2012-01-30,Burglary,10
2012-01-30,Larceny-From Vehicle,22
2012-01-30,Larceny-Non Vehicle,26
2012-01-30,Robbery,2
2012-01-31,Agg Assault,5
2012-01-31,Auto Theft,18
2012-01-31,Burglary,21
2012-01-31,Larceny-From Vehicle,23
2012-01-31,Larceny-Non Vehicle,29
2012-01-31,Robbery,5
2012-02-01,Agg Assault,3
2012-02-01,Auto Theft,7
2012-02-01,Burglary,9
2012-02-01,Larceny-From Vehicle,27
2012-02-01,Larceny-Non Vehicle,22
2012-02-01,Robbery,4
2012-02-02,Agg Assault,13
2012-02-02,Auto Theft,10
2012-02-02,Burglary,11
2012-02-02,Larceny-From Vehicle,24
2012-02-02,Larceny-Non Vehicle,18
2012-02-02,Robbery,2
2012-02-03,Agg Assault,9
2012-02-03,Auto Theft,14
2012-02-03,Burglary,14
2012-02-03,Larceny-From Vehicle,28
2012-02-03,Larceny-Non Vehicle,21
2012-02-03,Robbery,6
2012-02-04,Agg Assault,10
2012-02-04,Auto Theft,4
2012-02-04,Burglary,7
2012-02-04,Larceny-From Vehicle,16
2012-02-04,Larceny-Non Vehicle,9
2012-02-04,Robbery,1
2012-02-05,Agg Assault,6
2012-02-05,Auto Theft,8
2012-02-05,Burglary,10
2012-02-05,Larceny-From Vehicle,24
2012-02-05,Larceny-Non Vehicle,7
2012-02-05,Robbery,5
2012-02-06,Agg Assault,2
2012-02-06,Auto Theft,9
2012-02-06,Burglary,13
2012-02-06,Larceny-From Vehicle,24
2012-02-06,Larceny-Non Vehicle,20
2012-02-06,Robbery,2
2012-02-07,Agg Assault,3
2012-02-07,Auto Theft,14
2012-02-07,Burglary,16
2012-02-07,Larceny-From Vehicle,21
2012-02-07,Larceny-Non Vehicle,15
2012-02-07,Robbery,3
2012-02-08,Agg Assault,3
2012-02-08,Auto Theft,10
2012-02-08,Burglary,11
2012-02-08,Larceny-From Vehicle,15
2012-02-08,Larceny-Non Vehicle,16
2012-02-08,Robbery,2
2012-02-09,Agg Assault,5
2012-02-09,Auto Theft,12
2012-02-09,Burglary,12
2012-02-09,Larceny-From Vehicle,17
2012-02-09,Larceny-Non Vehicle,16
2012-02-09,Robbery,8
2012-02-10,Agg Assault,9
2012-02-10,Auto Theft,11
2012-02-10,Burglary,10
2012-02-10,Larceny-From Vehicle,20
2012-02-10,Larceny-Non Vehicle,32
2012-02-11,Agg Assault,6
2012-02-11,Auto Theft,8
2012-02-11,Burglary,11
2012-02-11,Larceny-From Vehicle,16
2012-02-11,Larceny-Non Vehicle,18
2012-02-11,Robbery,3
2012-02-12,Agg Assault,8
2012-02-12,Auto Theft,8
2012-02-12,Burglary,4
2012-02-12,Larceny-From Vehicle,21
2012-02-12,Larceny-Non Vehicle,15
2012-02-12,Robbery,2
2012-02-13,Agg Assault,4
2012-02-13,Auto Theft,5
2012-02-13,Burglary,12
2012-02-13,Homicide,1
2012-02-13,Larceny-From Vehicle,24
2012-02-13,Larceny-Non Vehicle,18
2012-02-13,Robbery,3
2012-02-14,Agg Assault,6
2012-02-14,Auto Theft,12
2012-02-14,Burglary,12
2012-02-14,Larceny-From Vehicle,13
2012-02-14,Larceny-Non Vehicle,18
2012-02-14,Robbery,3
2012-02-15,Agg Assault,4
2012-02-15,Auto Theft,11
2012-02-15,Burglary,9
2012-02-15,Larceny-From Vehicle,16
2012-02-15,Larceny-Non Vehicle,13
2012-02-15,Robbery,4
2012-02-16,Agg Assault,5
2012-02-16,Auto Theft,11
2012-02-16,Burglary,17
2012-02-16,Larceny-From Vehicle,19
2012-02-16,Larceny-Non Vehicle,18
2012-02-16,Robbery,5
2012-02-17,Agg Assault,6
2012-02-17,Auto Theft,10
2012-02-17,Burglary,13
2012-02-17,Homicide,1
2012-02-17,Larceny-From Vehicle,17
2012-02-17,Larceny-Non Vehicle,29
2012-02-17,Robbery,1
2012-02-18,Agg Assault,10
2012-02-18,Auto Theft,16
2012-02-18,Burglary,11
2012-02-18,Larceny-From Vehicle,22
2012-02-18,Larceny-Non Vehicle,14
2012-02-18,Robbery,4
2012-02-19,Agg Assault,7
2012-02-19,Auto Theft,13
2012-02-19,Burglary,9
2012-02-19,Larceny-From Vehicle,20
2012-02-19,Larceny-Non Vehicle,16
2012-02-19,Robbery,2
2012-02-20,Agg Assault,6
2012-02-20,Auto Theft,16
2012-02-20,Burglary,12
2012-02-20,Larceny-From Vehicle,26
2012-02-20,Larceny-Non Vehicle,22
2012-02-20,Robbery,4
2012-02-21,Agg Assault,9
2012-02-21,Auto Theft,9
2012-02-21,Burglary,17
2012-02-21,Larceny-From Vehicle,17
2012-02-21,Larceny-Non Vehicle,26
2012-02-21,Robbery,3
2012-02-22,Agg Assault,7
2012-02-22,Auto Theft,13
2012-02-22,Burglary,19
2012-02-22,Homicide,1
2012-02-22,Larceny-From Vehicle,21
2012-02-22,Larceny-Non Vehicle,20
2012-02-22,Robbery,8
2012-02-23,Agg Assault,8
2012-02-23,Auto Theft,14
2012-02-23,Burglary,17
2012-02-23,Homicide,1
2012-02-23,Larceny-From Vehicle,18
2012-02-23,Larceny-Non Vehicle,27
2012-02-23,Robbery,6
2012-02-24,Agg Assault,9
2012-02-24,Auto Theft,9
2012-02-24,Burglary,15
2012-02-24,Larceny-From Vehicle,18
2012-02-24,Larceny-Non Vehicle,24
2012-02-24,Robbery,8
2012-02-25,Agg Assault,3
2012-02-25,Auto Theft,9
2012-02-25,Burglary,10
2012-02-25,Larceny-From Vehicle,18
2012-02-25,Larceny-Non Vehicle,20
2012-02-25,Robbery,5
2012-02-26,Agg Assault,8
2012-02-26,Auto Theft,15
2012-02-26,Burglary,11
2012-02-26,Larceny-From Vehicle,14
2012-02-26,Larceny-Non Vehicle,6
2012-02-26,Robbery,3
2012-02-27,Agg Assault,9
2012-02-27,Auto Theft,10
2012-02-27,Burglary,12
2012-02-27,Larceny-From Vehicle,30
2012-02-27,Larceny-Non Vehicle,26
2012-02-27,Robbery,5
2012-02-28,Agg Assault,4
2012-02-28,Auto Theft,9
2012-02-28,Burglary,13
2012-02-28,Larceny-From Vehicle,10
2012-02-28,Larceny-Non Vehicle,16
2012-02-28,Robbery,2
2012-02-29,Agg Assault,4
2012-02-29,Auto Theft,7
2012-02-29,Burglary,10
2012-02-29,Larceny-From Vehicle,17
2012-02-29,Larceny-Non Vehicle,19
2012-02-29,Robbery,1
2012-03-01,Agg Assault,2
2012-03-01,Auto Theft,14
2012-03-01,Burglary,21
2012-03-01,Larceny-From Vehicle,18
2012-03-01,Larceny-Non Vehicle,20
2012-03-01,Robbery,3
2012-03-02,Agg Assault,11
2012-03-02,Auto Theft,7
2012-03-02,Burglary,12
2012-03-02,Larceny-From Vehicle,20
2012-03-02,Larceny-Non Vehicle,18
2012-03-02,Robbery,4
2012-03-03,Agg Assault,6
2012-03-03,Auto Theft,8
2012-03-03,Burglary,10
2012-03-03,Homicide,1
2012-03-03,Larceny-From Vehicle,20
2012-03-03,Larceny-Non Vehicle,14
2012-03-03,Robbery,5
2012-03-04,Agg Assault,5
2012-03-04,Auto Theft,11
2012-03-04,Burglary,10
2012-03-04,Larceny-From Vehicle,26
2012-03-04,Larceny-Non Vehicle,16
2012-03-04,Robbery,3
2012-03-05,Agg Assault,6
2012-03-05,Auto Theft,13
2012-03-05,Burglary,20
2012-03-05,Homicide,1
2012-03-05,Larceny-From Vehicle,18
2012-03-05,Larceny-Non Vehicle,16
2012-03-05,Robbery,5
2012-03-06,Agg Assault,4
2012-03-06,Auto Theft,7
2012-03-06,Burglary,10
2012-03-06,Larceny-From Vehicle,24
2012-03-06,Larceny-Non Vehicle,20
2012-03-06,Robbery,10
2012-03-07,Agg Assault,8
2012-03-07,Auto Theft,18
2012-03-07,Burglary,14
2012-03-07,Larceny-From Vehicle,14
2012-03-07,Larceny-Non Vehicle,12
2012-03-07,Robbery,9
2012-03-08,Agg Assault,5
2012-03-08,Auto Theft,13
2012-03-08,Burglary,8
2012-03-08,Larceny-From Vehicle,11
2012-03-08,Larceny-Non Vehicle,22
2012-03-08,Robbery,1
2012-03-09,Agg Assault,3
2012-03-09,Auto Theft,14
2012-03-09,Burglary,18
2012-03-09,Larceny-From Vehicle,24
2012-03-09,Larceny-Non Vehicle,17
2012-03-09,Robbery,4
2012-03-10,Agg Assault,11
2012-03-10,Auto Theft,16
2012-03-10,Burglary,9
2012-03-10,Homicide,1
2012-03-10,Larceny-From Vehicle,26
2012-03-10,Larceny-Non Vehicle,15
2012-03-10,Robbery,5
2012-03-11,Agg Assault,8
2012-03-11,Auto Theft,7
2012-03-11,Burglary,7
2012-03-11,Larceny-From Vehicle,21
2012-03-11,Larceny-Non Vehicle,13
2012-03-11,Robbery,4
2012-03-12,Agg Assault,8
2012-03-12,Auto Theft,11
2012-03-12,Burglary,13
2012-03-12,Larceny-From Vehicle,23
2012-03-12,Larceny-Non Vehicle,22
2012-03-12,Robbery,6
2012-03-13,Agg Assault,5
2012-03-13,Auto Theft,9
2012-03-13,Burglary,13
2012-03-13,Larceny-From Vehicle,16
2012-03-13,Larceny-Non Vehicle,22
2012-03-13,Robbery,11
2012-03-14,Agg Assault,8
2012-03-14,Auto Theft,8
2012-03-14,Burglary,20
2012-03-14,Homicide,1
2012-03-14,Larceny-From Vehicle,18
2012-03-14,Larceny-Non Vehicle,26
2012-03-14,Robbery,3
2012-03-15,Agg Assault,6
2012-03-15,Auto Theft,14
2012-03-15,Burglary,9
2012-03-15,Larceny-From Vehicle,23
2012-03-15,Larceny-Non Vehicle,23
2012-03-15,Robbery,3
2012-03-16,Agg Assault,11
2012-03-16,Auto Theft,8
2012-03-16,Burglary,10
2012-03-16,Larceny-From Vehicle,19
2012-03-16,Larceny-Non Vehicle,21
2012-03-16,Robbery,6
2012-03-17,Agg Assault,9
2012-03-17,Auto Theft,12
2012-03-17,Burglary,17
2012-03-17,Homicide,1
2012-03-17,Larceny-From Vehicle,22
2012-03-17,Larceny-Non Vehicle,20
2012-03-17,Robbery,2
2012-03-18,Agg Assault,9
2012-03-18,Auto Theft,14
2012-03-18,Burglary,9
2012-03-18,Larceny-From Vehicle,33
2012-03-18,Larceny-Non Vehicle,11
2012-03-18,Robbery,2
2012-03-19,Agg Assault,11
2012-03-19,Auto Theft,15
2012-03-19,Burglary,15
2012-03-19,Larceny-From Vehicle,20
2012-03-19,Larceny-Non Vehicle,30
2012-03-19,Robbery,10
2012-03-20,Agg Assault,4
2012-03-20,Auto Theft,12
2012-03-20,Burglary,19
2012-03-20,Homicide,1
2012-03-20,Larceny-From Vehicle,17
2012-03-20,Larceny-Non Vehicle,28
2012-03-20,Robbery,2
2012-03-21,Agg Assault,11
2012-03-21,Auto Theft,13
2012-03-21,Burglary,15
2012-03-21,Larceny-From Vehicle,24
2012-03-21,Larceny-Non Vehicle,31
2012-03-21,Robbery,3
2012-03-22,Agg Assault,8
2012-03-22,Auto Theft,6
2012-03-22,Burglary,15
2012-03-22,Larceny-From Vehicle,23
2012-03-22,Larceny-Non Vehicle,19
2012-03-22,Robbery,1
2012-03-23,Agg Assault,4
2012-03-23,Auto Theft,7
2012-03-23,Burglary,16
2012-03-23,Larceny-From Vehicle,26
2012-03-23,Larceny-Non Vehicle,26
2012-03-23,Robbery,9
2012-03-24,Agg Assault,12
2012-03-24,Auto Theft,6
2012-03-24,Burglary,8
2012-03-24,Larceny-From Vehicle,30
2012-03-24,Larceny-Non Vehicle,19
2012-03-24,Robbery,3
2012-03-25,Agg Assault,11
2012-03-25,Auto Theft,10
2012-03-25,Burglary,12
2012-03-25,Homicide,1
2012-03-25,Larceny-From Vehicle,20
2012-03-25,Larceny-Non Vehicle,23
