Report Date,Crime Category,count
2018-05-25,Larceny-From Vehicle,34
2018-05-25,Larceny-Non Vehicle,13
2018-05-25,Robbery,7
2018-05-26,Agg Assault,7
2018-05-26,Auto Theft,8
2018-05-26,Burglary,6
2018-05-26,Larceny-From Vehicle,27
2018-05-26,Larceny-Non Vehicle,14
2018-05-26,Robbery,1
2018-05-27,Agg Assault,2
2018-05-27,Auto Theft,10
2018-05-27,Burglary,7
2018-05-27,Larceny-From Vehicle,29
2018-05-27,Larceny-Non Vehicle,14
2018-05-27,Robbery,4
2018-05-28,Agg Assault,4
2018-05-28,Auto Theft,11
2018-05-28,Burglary,16
2018-05-28,Larceny-From Vehicle,37
2018-05-28,Larceny-Non Vehicle,16
2018-05-28,Robbery,2
2018-05-29,Agg Assault,8
2018-05-29,Auto Theft,9
2018-05-29,Burglary,9
2018-05-29,Homicide,1
2018-05-29,Larceny-From Vehicle,36
2018-05-29,Larceny-Non Vehicle,18
2018-05-29,Robbery,5
2018-05-30,Agg Assault,7
2018-05-30,Auto Theft,7
2018-05-30,Burglary,6
2018-05-30,Homicide,1
2018-05-30,Larceny-From Vehicle,39
2018-05-30,Larceny-Non Vehicle,20
2018-05-30,Robbery,4
2018-05-31,Agg Assault,5
2018-05-31,Auto Theft,7
2018-05-31,Burglary,8
2018-05-31,Larceny-From Vehicle,28
2018-05-31,Larceny-Non Vehicle,14
2018-05-31,Robbery,8
2018-06-01,Agg Assault,8
2018-06-01,Auto Theft,8
2018-06-01,Burglary,8
2018-06-01,Homicide,1
2018-06-01,Larceny-From Vehicle,24
2018-06-01,Larceny-Non Vehicle,15
2018-06-01,Robbery,4
2018-06-02,Agg Assault,6
2018-06-02,Auto Theft,7
2018-06-02,Burglary,8
2018-06-02,Larceny-From Vehicle,29
2018-06-02,Larceny-Non Vehicle,15
2018-06-02,Robbery,5
2018-06-03,Agg Assault,3
2018-06-03,Auto Theft,7
2018-06-03,Burglary,8
2018-06-03,Homicide,1
2018-06-03,Larceny-From Vehicle,33
2018-06-03,Larceny-Non Vehicle,21
2018-06-03,Robbery,2
2018-06-04,Agg Assault,6
2018-06-04,Auto Theft,8
2018-06-04,Burglary,5
2018-06-04,Larceny-From Vehicle,33
2018-06-04,Larceny-Non Vehicle,19
2018-06-04,Robbery,2
2018-06-05,Agg Assault,3
2018-06-05,Auto Theft,5
2018-06-05,Burglary,4
2018-06-05,Larceny-From Vehicle,28
2018-06-05,Larceny-Non Vehicle,16
2018-06-05,Robbery,4
2018-06-06,Agg Assault,5
2018-06-06,Auto Theft,12
2018-06-06,Burglary,10
2018-06-06,Larceny-From Vehicle,31
2018-06-06,Larceny-Non Vehicle,20
2018-06-06,Robbery,1
2018-06-07,Agg Assault,6
2018-06-07,Auto Theft,3
2018-06-07,Burglary,9
2018-06-07,Larceny-From Vehicle,25
2018-06-07,Larceny-Non Vehicle,23
2018-06-07,Robbery,4
2018-06-08,Agg Assault,10
2018-06-08,Auto Theft,10
2018-06-08,Burglary,6
2018-06-08,Larceny-From Vehicle,32
2018-06-08,Larceny-Non Vehicle,14
2018-06-08,Robbery,2
2018-06-09,Agg Assault,9
2018-06-09,Auto Theft,6
2018-06-09,Burglary,11
2018-06-09,Larceny-From Vehicle,32
2018-06-09,Larceny-Non Vehicle,20
2018-06-09,Robbery,4
2018-06-10,Agg Assault,4
2018-06-10,Auto Theft,12
2018-06-10,Burglary,2
2018-06-10,Larceny-From Vehicle,22
2018-06-10,Larceny-Non Vehicle,22
2018-06-10,Robbery,4
2018-06-11,Agg Assault,9
2018-06-11,Auto Theft,8
2018-06-11,Burglary,10
2018-06-11,Larceny-From Vehicle,34
2018-06-11,Larceny-Non Vehicle,30
2018-06-12,Agg Assault,6
2018-06-12,Auto Theft,9
2018-06-12,Burglary,7
2018-06-12,Larceny-From Vehicle,25
2018-06-12,Larceny-Non Vehicle,20
2018-06-12,Robbery,5
2018-06-13,Agg Assault,4
2018-06-13,Auto Theft,10
2018-06-13,Burglary,6
2018-06-13,Larceny-From Vehicle,31
2018-06-13,Larceny-Non Vehicle,16
2018-06-13,Robbery,2
2018-06-14,Agg Assault,7
2018-06-14,Auto Theft,11
2018-06-14,Burglary,8
2018-06-14,Homicide,2
2018-06-14,Larceny-From Vehicle,30
2018-06-14,Larceny-Non Vehicle,25
2018-06-14,Robbery,2
2018-06-15,Agg Assault,3
2018-06-15,Auto Theft,9
2018-06-15,Burglary,7
2018-06-15,Larceny-From Vehicle,24
2018-06-15,Larceny-Non Vehicle,26
2018-06-15,Robbery,1
2018-06-16,Agg Assault,5
2018-06-16,Auto Theft,13
2018-06-16,Burglary,7
2018-06-16,Larceny-From Vehicle,33
2018-06-16,Larceny-Non Vehicle,16
2018-06-16,Robbery,2
2018-06-17,Agg Assault,7
2018-06-17,Auto Theft,12
2018-06-17,Burglary,6
2018-06-17,Larceny-From Vehicle,30
2018-06-17,Larceny-Non Vehicle,12
2018-06-17,Robbery,4
2018-06-18,Agg Assault,7
2018-06-18,Auto Theft,10
2018-06-18,Burglary,5
2018-06-18,Homicide,1
2018-06-18,Larceny-From Vehicle,17
2018-06-18,Larceny-Non Vehicle,22
2018-06-18,Robbery,3
2018-06-19,Agg Assault,4
2018-06-19,Auto Theft,3
2018-06-19,Burglary,11
2018-06-19,Larceny-From Vehicle,27
2018-06-19,Larceny-Non Vehicle,17
2018-06-19,Robbery,3
2018-06-20,Agg Assault,5
2018-06-20,Auto Theft,9
2018-06-20,Burglary,4
2018-06-20,Larceny-From Vehicle,29
2018-06-20,Larceny-Non Vehicle,14
2018-06-20,Robbery,4
2018-06-21,Agg Assault,3
2018-06-21,Auto Theft,7
2018-06-21,Burglary,11
2018-06-21,Larceny-From Vehicle,32
2018-06-21,Larceny-Non Vehicle,18
2018-06-21,Robbery,3
2018-06-22,Agg Assault,4
2018-06-22,Auto Theft,7
2018-06-22,Burglary,5
2018-06-22,Larceny-From Vehicle,27
2018-06-22,Larceny-Non Vehicle,18
2018-06-22,Robbery,1
2018-06-23,Agg Assault,9
2018-06-23,Auto Theft,15
2018-06-23,Burglary,6
2018-06-23,Homicide,1
2018-06-23,Larceny-From Vehicle,29
2018-06-23,Larceny-Non Vehicle,14
2018-06-23,Robbery,3
2018-06-24,Agg Assault,5
2018-06-24,Auto Theft,12
2018-06-24,Burglary,10
2018-06-24,Larceny-From Vehicle,22
2018-06-24,Larceny-Non Vehicle,16
2018-06-24,Robbery,6
2018-06-25,Agg Assault,4
2018-06-25,Auto Theft,7
2018-06-25,Burglary,13
2018-06-25,Larceny-From Vehicle,42
2018-06-25,Larceny-Non Vehicle,27
2018-06-25,Robbery,4
2018-06-26,Agg Assault,6
2018-06-26,Auto Theft,11
2018-06-26,Burglary,10
2018-06-26,Larceny-From Vehicle,30
2018-06-26,Larceny-Non Vehicle,22
2018-06-26,Robbery,1
2018-06-27,Agg Assault,1
2018-06-27,Auto Theft,13
2018-06-27,Burglary,4
2018-06-27,Larceny-From Vehicle,28
2018-06-27,Larceny-Non Vehicle,19
2018-06-27,Robbery,3
2018-06-28,Agg Assault,7
2018-06-28,Auto Theft,9
2018-06-28,Burglary,6
2018-06-28,Larceny-From Vehicle,26
2018-06-28,Larceny-Non Vehicle,17
2018-06-29,Agg Assault,9
2018-06-29,Auto Theft,14
2018-06-29,Burglary,7
2018-06-29,Larceny-From Vehicle,24
2018-06-29,Larceny-Non Vehicle,28
2018-06-29,Robbery,1
2018-06-30,Agg Assault,5
2018-06-30,Auto Theft,7
2018-06-30,Burglary,9
2018-06-30,Larceny-From Vehicle,25
2018-06-30,Larceny-Non Vehicle,16
2018-06-30,Robbery,2
2018-07-01,Agg Assault,8
2018-07-01,Auto Theft,7
2018-07-01,Burglary,8
2018-07-01,Homicide,1
2018-07-01,Larceny-From Vehicle,39
2018-07-01,Larceny-Non Vehicle,15
2018-07-01,Robbery,3
2018-07-02,Agg Assault,9
2018-07-02,Auto Theft,11
2018-07-02,Burglary,7
2018-07-02,Larceny-From Vehicle,31
2018-07-02,Larceny-Non Vehicle,18
2018-07-02,Robbery,2
2018-07-03,Agg Assault,8
2018-07-03,Auto Theft,3
2018-07-03,Burglary,16
2018-07-03,Larceny-From Vehicle,38
2018-07-03,Larceny-Non Vehicle,24
2018-07-03,Robbery,2
2018-07-04,Agg Assault,4
2018-07-04,Auto Theft,6
2018-07-04,Burglary,5
2018-07-04,Homicide,1
2018-07-04,Larceny-From Vehicle,24
2018-07-04,Larceny-Non Vehicle,13
2018-07-04,Robbery,4
2018-07-05,Agg Assault,8
2018-07-05,Auto Theft,7
2018-07-05,Burglary,10
2018-07-05,Homicide,1
2018-07-05,Larceny-From Vehicle,31
2018-07-05,Larceny-Non Vehicle,20
2018-07-05,Robbery,4
2018-07-06,Agg Assault,7
2018-07-06,Auto Theft,7
2018-07-06,Burglary,11
2018-07-06,Larceny-From Vehicle,39
2018-07-06,Larceny-Non Vehicle,26
2018-07-07,Agg Assault,3
2018-07-07,Auto Theft,7
2018-07-07,Burglary,7
2018-07-07,Homicide,1
2018-07-07,Larceny-From Vehicle,40
2018-07-07,Larceny-Non Vehicle,22
2018-07-07,Robbery,4
2018-07-08,Agg Assault,3
2018-07-08,Auto Theft,10
2018-07-08,Burglary,6
2018-07-08,Homicide,1
2018-07-08,Larceny-From Vehicle,34
2018-07-08,Larceny-Non Vehicle,13
2018-07-08,Robbery,1
2018-07-09,Agg Assault,3
2018-07-09,Auto Theft,12
2018-07-09,Burglary,12
2018-07-09,Larceny-From Vehicle,51
2018-07-09,Larceny-Non Vehicle,23
2018-07-09,Robbery,4
2018-07-10,Agg Assault,5
2018-07-10,Auto Theft,7
2018-07-10,Burglary,6
2018-07-10,Larceny-From Vehicle,28
2018-07-10,Larceny-Non Vehicle,19
2018-07-10,Robbery,3
2018-07-11,Agg Assault,6
2018-07-11,Auto Theft,5
2018-07-11,Burglary,8
2018-07-11,Homicide,1
2018-07-11,Larceny-From Vehicle,27
2018-07-11,Larceny-Non Vehicle,13
2018-07-11,Robbery,2
2018-07-12,Agg Assault,4
2018-07-12,Auto Theft,3
2018-07-12,Burglary,8
2018-07-12,Homicide,2
2018-07-12,Larceny-From Vehicle,45
2018-07-12,Larceny-Non Vehicle,22
2018-07-12,Robbery,1
2018-07-13,Agg Assault,6
2018-07-13,Auto Theft,9
2018-07-13,Burglary,8
2018-07-13,Homicide,1
2018-07-13,Larceny-From Vehicle,28
2018-07-13,Larceny-Non Vehicle,21
2018-07-13,Robbery,3
2018-07-14,Agg Assault,10
2018-07-14,Auto Theft,15
2018-07-14,Burglary,3
2018-07-14,Homicide,2
2018-07-14,Larceny-From Vehicle,32
2018-07-14,Larceny-Non Vehicle,13
2018-07-14,Robbery,1
2018-07-15,Agg Assault,7
2018-07-15,Auto Theft,16
2018-07-15,Burglary,5
2018-07-15,Larceny-From Vehicle,37
2018-07-15,Larceny-Non Vehicle,22
2018-07-15,Robbery,4
2018-07-16,Agg Assault,6
2018-07-16,Auto Theft,10
2018-07-16,Burglary,13
2018-07-16,Larceny-From Vehicle,27
2018-07-16,Larceny-Non Vehicle,19
2018-07-16,Robbery,2
2018-07-17,Agg Assault,6
2018-07-17,Auto Theft,6
2018-07-17,Burglary,5
2018-07-17,Larceny-From Vehicle,27
2018-07-17,Larceny-Non Vehicle,24
2018-07-17,Robbery,4
2018-07-18,Agg Assault,3
2018-07-18,Auto Theft,9
2018-07-18,Burglary,9
2018-07-18,Larceny-From Vehicle,31
2018-07-18,Larceny-Non Vehicle,19
2018-07-18,Robbery,2
2018-07-19,Agg Assault,3
2018-07-19,Auto Theft,7
2018-07-19,Burglary,16
2018-07-19,Larceny-From Vehicle,28
2018-07-19,Larceny-Non Vehicle,22
2018-07-19,Robbery,5
2018-07-20,Agg Assault,1
2018-07-20,Auto Theft,4
2018-07-20,Burglary,9
2018-07-20,Larceny-From Vehicle,32
2018-07-20,Larceny-Non Vehicle,19
2018-07-20,Robbery,7
2018-07-21,Agg Assault,5
2018-07-21,Auto Theft,7
2018-07-21,Burglary,10
2018-07-21,Larceny-From Vehicle,17
2018-07-21,Larceny-Non Vehicle,13
2018-07-21,Robbery,4
2018-07-22,Agg Assault,8
2018-07-22,Auto Theft,8
2018-07-22,Burglary,12
2018-07-22,Larceny-From Vehicle,25
2018-07-22,Larceny-Non Vehicle,14
2018-07-22,Robbery,2
2018-07-23,Agg Assault,5
2018-07-23,Auto Theft,9
2018-07-23,Burglary,12
2018-07-23,Larceny-From Vehicle,26
2018-07-23,Larceny-Non Vehicle,13
2018-07-23,Robbery,2
2018-07-24,Agg Assault,4
2018-07-24,Auto Theft,9
2018-07-24,Burglary,8
2018-07-24,Larceny-From Vehicle,20
2018-07-24,Larceny-Non Vehicle,21
2018-07-24,Robbery,1
2018-07-25,Agg Assault,3
2018-07-25,Auto Theft,14
2018-07-25,Burglary,9
2018-07-25,Larceny-From Vehicle,35
2018-07-25,Larceny-Non Vehicle,18
2018-07-25,Robbery,2
2018-07-26,Agg Assault,4
2018-07-26,Auto Theft,15
2018-07-26,Burglary,8
2018-07-26,Larceny-From Vehicle,28
2018-07-26,Larceny-Non Vehicle,27
2018-07-26,Robbery,2
2018-07-27,Agg Assault,4
2018-07-27,Auto Theft,4
2018-07-27,Burglary,8
2018-07-27,Larceny-From Vehicle,32
2018-07-27,Larceny-Non Vehicle,23
2018-07-27,Robbery,2
2018-07-28,Agg Assault,5
2018-07-28,Auto Theft,5
2018-07-28,Burglary,7
2018-07-28,Larceny-From Vehicle,24
2018-07-28,Larceny-Non Vehicle,21
2018-07-28,Robbery,6
2018-07-29,Agg Assault,6
2018-07-29,Auto Theft,12
2018-07-29,Burglary,8
2018-07-29,Homicide,1
2018-07-29,Larceny-From Vehicle,32
2018-07-29,Larceny-Non Vehicle,14
2018-07-29,Robbery,2
2018-07-30,Agg Assault,7
2018-07-30,Auto Theft,8
2018-07-30,Burglary,11
2018-07-30,Homicide,2
2018-07-30,Larceny-From Vehicle,29
2018-07-30,Larceny-Non Vehicle,25
2018-07-30,Robbery,5
2018-07-31,Agg Assault,1
2018-07-31,Auto Theft,6
2018-07-31,Burglary,9
2018-07-31,Homicide,1
2018-07-31,Larceny-From Vehicle,31
2018-07-31,Larceny-Non Vehicle,15
2018-07-31,Robbery,3
2018-08-01,Agg Assault,3
2018-08-01,Auto Theft,9
2018-08-01,Burglary,7
2018-08-01,Larceny-From Vehicle,28
2018-08-01,Larceny-Non Vehicle,9
2018-08-02,Agg Assault,2
2018-08-02,Auto Theft,7
2018-08-02,Burglary,5
2018-08-02,Larceny-From Vehicle,30
2018-08-02,Larceny-Non Vehicle,14
2018-08-02,Robbery,3
2018-08-03,Agg Assault,6
2018-08-03,Auto Theft,5
2018-08-03,Burglary,10
2018-08-03,Homicide,1
2018-08-03,Larceny-From Vehicle,25
2018-08-03,Larceny-Non Vehicle,17
2018-08-03,Robbery,2
2018-08-04,Agg Assault,8
2018-08-04,Auto Theft,11
2018-08-04,Burglary,3
2018-08-04,Larceny-From Vehicle,21
2018-08-04,Larceny-Non Vehicle,22
2018-08-04,Robbery,1
2018-08-05,Agg Assault,6
2018-08-05,Auto Theft,16
2018-08-05,Burglary,7
2018-08-05,Larceny-From Vehicle,21
2018-08-05,Larceny-Non Vehicle,15
2018-08-05,Robbery,3
2018-08-06,Agg Assault,3
2018-08-06,Auto Theft,8
2018-08-06,Burglary,10
2018-08-06,Larceny-From Vehicle,23
2018-08-06,Larceny-Non Vehicle,28
2018-08-06,Robbery,4
2018-08-07,Agg Assault,7
2018-08-07,Auto Theft,5
2018-08-07,Burglary,5
2018-08-07,Larceny-From Vehicle,37
2018-08-07,Larceny-Non Vehicle,16
2018-08-07,Robbery,2
2018-08-08,Agg Assault,5
2018-08-08,Auto Theft,6
2018-08-08,Burglary,6
2018-08-08,Larceny-From Vehicle,16
2018-08-08,Larceny-Non Vehicle,22
2018-08-08,Robbery,1
2018-08-09,Auto Theft,8
2018-08-09,Burglary,11
2018-08-09,Larceny-From Vehicle,27
2018-08-09,Larceny-Non Vehicle,14
2018-08-09,Robbery,2
2018-08-10,Agg Assault,5
2018-08-10,Auto Theft,9
2018-08-10,Burglary,8
2018-08-10,Larceny-From Vehicle,40
2018-08-10,Larceny-Non Vehicle,17
2018-08-10,Robbery,2
2018-08-11,Agg Assault,4
2018-08-11,Auto Theft,9
2018-08-11,Burglary,4
2018-08-11,Larceny-From Vehicle,35
2018-08-11,Larceny-Non Vehicle,15
2018-08-11,Robbery,2
2018-08-12,Agg Assault,5
2018-08-12,Auto Theft,13
2018-08-12,Burglary,11
2018-08-12,Homicide,1
2018-08-12,Larceny-From Vehicle,27
2018-08-12,Larceny-Non Vehicle,12
2018-08-12,Robbery,2
2018-08-13,Agg Assault,4
2018-08-13,Auto Theft,13
2018-08-13,Burglary,16
2018-08-13,Larceny-From Vehicle,29
2018-08-13,Larceny-Non Vehicle,22
2018-08-13,Robbery,2
2018-08-14,Agg Assault,4
2018-08-14,Auto Theft,7
2018-08-14,Burglary,9
2018-08-14,Larceny-From Vehicle,30
2018-08-14,Larceny-Non Vehicle,11
2018-08-14,Robbery,2
2018-08-15,Agg Assault,4
2018-08-15,Auto Theft,9
2018-08-15,Burglary,9
2018-08-15,Homicide,1
2018-08-15,Larceny-From Vehicle,20
2018-08-15,Larceny-Non Vehicle,13
2018-08-15,Robbery,1
2018-08-16,Agg Assault,6
2018-08-16,Auto Theft,8
2018-08-16,Burglary,8
2018-08-16,Larceny-From Vehicle,38
2018-08-16,Larceny-Non Vehicle,15
2018-08-16,Robbery,2
2018-08-17,Agg Assault,7
2018-08-17,Auto Theft,6
2018-08-17,Burglary,10
2018-08-17,Larceny-From Vehicle,21
2018-08-17,Larceny-Non Vehicle,11
2018-08-17,Robbery,2
2018-08-18,Agg Assault,4
2018-08-18,Auto Theft,11
2018-08-18,Burglary,6
2018-08-18,Larceny-From Vehicle,38
2018-08-18,Larceny-Non Vehicle,18
2018-08-19,Agg Assault,8
2018-08-19,Auto Theft,9
2018-08-19,Burglary,9
2018-08-19,Homicide,1
2018-08-19,Larceny-From Vehicle,33
2018-08-19,Larceny-Non Vehicle,15
2018-08-19,Robbery,1
2018-08-20,Agg Assault,3
2018-08-20,Auto Theft,11
2018-08-20,Burglary,13
2018-08-20,Homicide,1
2018-08-20,Larceny-From Vehicle,26
2018-08-20,Larceny-Non Vehicle,25
2018-08-20,Robbery,2
2018-08-21,Agg Assault,6
2018-08-21,Auto Theft,7
2018-08-21,Burglary,13
2018-08-21,Larceny-From Vehicle,27
2018-08-21,Larceny-Non Vehicle,21
2018-08-21,Robbery,1
2018-08-22,Agg Assault,6
2018-08-22,Auto Theft,12
2018-08-22,Burglary,13
2018-08-22,Larceny-From Vehicle,27
2018-08-22,Larceny-Non Vehicle,19
2018-08-22,Robbery,3
2018-08-23,Agg Assault,3
2018-08-23,Auto Theft,10
2018-08-23,Burglary,10
2018-08-23,Larceny-From Vehicle,28
2018-08-23,Larceny-Non Vehicle,23
2018-08-23,Robbery,2
2018-08-24,Agg Assault,4
2018-08-24,Auto Theft,7
2018-08-24,Burglary,12
2018-08-24,Larceny-From Vehicle,24
2018-08-24,Larceny-Non Vehicle,23
2018-08-24,Robbery,6
2018-08-25,Agg Assault,7
2018-08-25,Auto Theft,9
2018-08-25,Burglary,6
2018-08-25,Larceny-From Vehicle,28
2018-08-25,Larceny-Non Vehicle,14
2018-08-25,Robbery,4
2018-08-26,Agg Assault,5
2018-08-26,Auto Theft,9
2018-08-26,Burglary,6
2018-08-26,Homicide,2
2018-08-26,Larceny-From Vehicle,29
2018-08-26,Larceny-Non Vehicle,10
2018-08-26,Robbery,3
2018-08-27,Agg Assault,6
2018-08-27,Auto Theft,2
2018-08-27,Burglary,17
2018-08-27,Homicide,1
2018-08-27,Larceny-From Vehicle,20
2018-08-27,Larceny-Non Vehicle,18
2018-08-27,Robbery,10
2018-08-28,Agg Assault,5
2018-08-28,Auto Theft,8
2018-08-28,Burglary,10
2018-08-28,Larceny-From Vehicle,29
2018-08-28,Larceny-Non Vehicle,22
2018-08-29,Agg Assault,7
2018-08-29,Auto Theft,7
2018-08-29,Burglary,10
2018-08-29,Larceny-From Vehicle,26
2018-08-29,Larceny-Non Vehicle,16
2018-08-29,Robbery,3
2018-08-30,Agg Assault,6
2018-08-30,Auto Theft,8
2018-08-30,Burglary,21
2018-08-30,Larceny-From Vehicle,13
2018-08-30,Larceny-Non Vehicle,16
2018-08-30,Robbery,3
2018-08-31,Agg Assault,3
2018-08-31,Auto Theft,9
2018-08-31,Burglary,5
2018-08-31,Larceny-From Vehicle,17
2018-08-31,Larceny-Non Vehicle,13
2018-08-31,Robbery,5
2018-09-01,Agg Assault,3
2018-09-01,Auto Theft,4
2018-09-01,Burglary,6
2018-09-01,Larceny-From Vehicle,29
2018-09-01,Larceny-Non Vehicle,15
2018-09-01,Robbery,1
2018-09-02,Agg Assault,8
2018-09-02,Auto Theft,11
2018-09-02,Burglary,9
2018-09-02,Larceny-From Vehicle,30
2018-09-02,Larceny-Non Vehicle,16
2018-09-02,Robbery,5
2018-09-03,Agg Assault,9
2018-09-03,Auto Theft,3
2018-09-03,Burglary,11
2018-09-03,Homicide,1
2018-09-03,Larceny-From Vehicle,27
2018-09-03,Larceny-Non Vehicle,9
2018-09-03,Robbery,6
2018-09-04,Agg Assault,3
2018-09-04,Auto Theft,15
2018-09-04,Burglary,19
2018-09-04,Larceny-From Vehicle,30
2018-09-04,Larceny-Non Vehicle,18
2018-09-04,Robbery,4
2018-09-05,Agg Assault,5
2018-09-05,Auto Theft,3
2018-09-05,Burglary,7
2018-09-05,Homicide,1
2018-09-05,Larceny-From Vehicle,28
2018-09-05,Larceny-Non Vehicle,14
2018-09-05,Robbery,2
2018-09-06,Agg Assault,8
2018-09-06,Auto Theft,10
2018-09-06,Burglary,13
2018-09-06,Larceny-From Vehicle,35
2018-09-06,Larceny-Non Vehicle,25
2018-09-06,Robbery,3
2018-09-07,Agg Assault,6
2018-09-07,Auto Theft,8
2018-09-07,Burglary,9
2018-09-07,Larceny-From Vehicle,25
2018-09-07,Larceny-Non Vehicle,17
2018-09-07,Robbery,4
2018-09-08,Agg Assault,7
2018-09-08,Auto Theft,7
2018-09-08,Burglary,10
2018-09-08,Larceny-From Vehicle,20
2018-09-08,Larceny-Non Vehicle,21
2018-09-08,Robbery,4
2018-09-09,Agg Assault,5
2018-09-09,Auto Theft,7
2018-09-09,Burglary,6
2018-09-09,Larceny-From Vehicle,27
2018-09-09,Larceny-Non Vehicle,17
2018-09-09,Robbery,1
2018-09-10,Agg Assault,2
2018-09-10,Auto Theft,16
2018-09-10,Burglary,13
2018-09-10,Larceny-From Vehicle,23
2018-09-10,Larceny-Non Vehicle,24
2018-09-10,Robbery,1
2018-09-11,Agg Assault,5
2018-09-11,Auto Theft,9
2018-09-11,Burglary,13
2018-09-11,Larceny-From Vehicle,21
2018-09-11,Larceny-Non Vehicle,19
2018-09-11,Robbery,2
2018-09-12,Agg Assault,4
2018-09-12,Auto Theft,5
2018-09-12,Burglary,14
2018-09-12,Larceny-From Vehicle,24
2018-09-12,Larceny-Non Vehicle,17
2018-09-12,Robbery,7
2018-09-13,Agg Assault,3
2018-09-13,Auto Theft,4
2018-09-13,Burglary,5
2018-09-13,Larceny-From Vehicle,23
2018-09-13,Larceny-Non Vehicle,20
2018-09-13,Robbery,2
2018-09-14,Agg Assault,1
2018-09-14,Auto Theft,7
2018-09-14,Burglary,10
2018-09-14,Larceny-From Vehicle,20
2018-09-14,Larceny-Non Vehicle,19
2018-09-15,Agg Assault,9
2018-09-15,Auto Theft,11
2018-09-15,Burglary,5
2018-09-15,Homicide,1
2018-09-15,Larceny-From Vehicle,37
2018-09-15,Larceny-Non Vehicle,11
2018-09-15,Robbery,3
2018-09-16,Agg Assault,1
2018-09-16,Auto Theft,12
2018-09-16,Burglary,6
2018-09-16,Larceny-From Vehicle,26
2018-09-16,Larceny-Non Vehicle,22
2018-09-16,Robbery,5
2018-09-17,Agg Assault,1
2018-09-17,Auto Theft,8
2018-09-17,Burglary,9
2018-09-17,Larceny-From Vehicle,29
2018-09-17,Larceny-Non Vehicle,16
2018-09-17,Robbery,3
2018-09-18,Agg Assault,4
2018-09-18,Auto Theft,13
2018-09-18,Burglary,8
2018-09-18,Larceny-From Vehicle,28
2018-09-18,Larceny-Non Vehicle,21
2018-09-18,Robbery,2
2018-09-19,Agg Assault,7
2018-09-19,Auto Theft,8
2018-09-19,Burglary,14
2018-09-19,Larceny-From Vehicle,24
2018-09-19,Larceny-Non Vehicle,15
2018-09-19,Robbery,3
2018-09-20,Agg Assault,2
2018-09-20,Auto Theft,8
2018-09-20,Burglary,5
2018-09-20,Larceny-From Vehicle,29
2018-09-20,Larceny-Non Vehicle,12
2018-09-20,Robbery,2
2018-09-21,Agg Assault,6
2018-09-21,Auto Theft,8
2018-09-21,Burglary,7
2018-09-21,Homicide,1
2018-09-21,Larceny-From Vehicle,32
2018-09-21,Larceny-Non Vehicle,17
2018-09-21,Robbery,8
2018-09-22,Agg Assault,2
2018-09-22,Auto Theft,9
2018-09-22,Burglary,6
2018-09-22,Larceny-From Vehicle,35
2018-09-22,Larceny-Non Vehicle,14
2018-09-22,Robbery,1
2018-09-23,Agg Assault,7
2018-09-23,Auto Theft,15
2018-09-23,Burglary,4
2018-09-23,Larceny-From Vehicle,30
2018-09-23,Larceny-Non Vehicle,9
2018-09-23,Robbery,2
2018-09-24,Agg Assault,5
2018-09-24,Auto Theft,10
2018-09-24,Burglary,13
2018-09-24,Larceny-From Vehicle,32
2018-09-24,Larceny-Non Vehicle,18
2018-09-24,Robbery,7
2018-09-25,Agg Assault,4
2018-09-25,Auto Theft,10
2018-09-25,Burglary,11
2018-09-25,Larceny-From Vehicle,26
2018-09-25,Larceny-Non Vehicle,18
2018-09-25,Robbery,4
2018-09-26,Agg Assault,3
2018-09-26,Auto Theft,13
2018-09-26,Burglary,6
2018-09-26,Larceny-From Vehicle,30
2018-09-26,Larceny-Non Vehicle,21
2018-09-26,Robbery,1
2018-09-27,Agg Assault,4
2018-09-27,Auto Theft,10
2018-09-27,Burglary,7
2018-09-27,Homicide,1
2018-09-27,Larceny-From Vehicle,28
2018-09-27,Larceny-Non Vehicle,11
2018-09-27,Robbery,4
2018-09-28,Agg Assault,9
2018-09-28,Auto Theft,12
2018-09-28,Burglary,8
2018-09-28,Larceny-From Vehicle,20
2018-09-28,Larceny-Non Vehicle,19
2018-09-28,Robbery,4
2018-09-29,Agg Assault,7
2018-09-29,Auto Theft,9
2018-09-29,Burglary,8
2018-09-29,Larceny-From Vehicle,28
2018-09-29,Larceny-Non Vehicle,23
2018-09-29,Robbery,2
2018-09-30,Agg Assault,9
2018-09-30,Auto Theft,7
2018-09-30,Burglary,7
2018-09-30,Larceny-From Vehicle,24
2018-09-30,Larceny-Non Vehicle,13
2018-09-30,Robbery,1
2018-10-01,Agg Assault,5
2018-10-01,Auto Theft,13
2018-10-01,Burglary,19
2018-10-01,Larceny-From Vehicle,24
2018-10-01,Larceny-Non Vehicle,14
2018-10-01,Robbery,5
2018-10-02,Agg Assault,8
2018-10-02,Auto Theft,9
2018-10-02,Burglary,13
2018-10-02,Larceny-From Vehicle,14
2018-10-02,Larceny-Non Vehicle,19
2018-10-02,Robbery,5
2018-10-03,Agg Assault,5
2018-10-03,Auto Theft,7
2018-10-03,Burglary,8
2018-10-03,Larceny-From Vehicle,32
2018-10-03,Larceny-Non Vehicle,16
2018-10-03,Robbery,6
2018-10-04,Agg Assault,2
2018-10-04,Auto Theft,4
2018-10-04,Burglary,10
2018-10-04,Larceny-From Vehicle,22
2018-10-04,Larceny-Non Vehicle,20
2018-10-04,Robbery,2
